X,Y,featuretype,descripton,class,facility_name,facility_operationalstatus,abs_suburb,facility_state,facility_date,facility_revised
146.785689746,-37.980993483,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,HEYFIELD POLICE STATION,OPERATIONAL,HEYFIELD,Victoria,,2018/05/15 00:00:00+00
141.628962905,-38.133496964,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,HEYWOOD POLICE STATION,OPERATIONAL,HEYWOOD,Victoria,,2018/05/15 00:00:00+00
142.364700358,-35.72928703,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,HOPETOUN POLICE STATION,OPERATIONAL,HOPETOUN,Victoria,,2018/05/15 00:00:00+00
142.2012219,-36.714067412,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,HORSHAM POLICE STATION,OPERATIONAL,HORSHAM,Victoria,,2018/05/15 00:00:00+00
147.149799728,-36.992069682,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MOUNT HOTHAM POLICE STATION,OPERATIONAL,HOTHAM HEIGHTS,Victoria,,2018/05/15 00:00:00+00
145.192836064,-37.639982034,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,HURSTBRIDGE POLICE STATION,OPERATIONAL,HURSTBRIDGE,Victoria,,2018/05/15 00:00:00+00
143.870054434,-36.575724249,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,INGLEWOOD POLICE STATION,OPERATIONAL,INGLEWOOD,Victoria,,2018/05/15 00:00:00+00
144.050604181,-38.101575861,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,INVERLEIGH POLICE STATION,OPERATIONAL,INVERLEIGH,Victoria,,2018/05/15 00:00:00+00
145.727469695,-38.631119693,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,INVERLOCH POLICE STATION,OPERATIONAL,INVERLOCH,Victoria,,2018/05/15 00:00:00+00
143.855177143,-37.53577365,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BALLARAT NORTH POLICE STATION,OPERATIONAL,INVERMAY PARK,Victoria,,2018/05/15 00:00:00+00
146.138182444,-37.3033347639999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,JAMIESON POLICE STATION,OPERATIONAL,JAMIESON,Victoria,,2018/05/15 00:00:00+00
141.988776492,-36.1433450709999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,JEPARIT POLICE STATION,OPERATIONAL,JEPARIT,Victoria,,2018/05/15 00:00:00+00
141.242054902,-36.378870003,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KANIVA POLICE STATION,OPERATIONAL,KANIVA,Victoria,,2018/05/15 00:00:00+00
145.688836995,-36.079344388,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KATAMATITE POLICE STATION,OPERATIONAL,KATAMATITE,Victoria,,2018/05/15 00:00:00+00
144.807501222,-37.723828117,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KEILOR DOWNS POLICE STATION,OPERATIONAL,KEILOR DOWNS,Victoria,,2018/05/15 00:00:00+00
143.921507488,-35.733906764,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KERANG POLICE STATION,OPERATIONAL,KERANG,Victoria,,2018/05/15 00:00:00+00
145.052029462,-37.799710901,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BOROONDARA POLICE STATION,OPERATIONAL,KEW,Victoria,,2018/05/15 00:00:00+00
144.949855087,-37.3070643359999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KILMORE POLICE STATION,OPERATIONAL,KILMORE,Victoria,,2018/05/15 00:00:00+00
145.34048767,-37.5315313799999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KINGLAKE POLICE STATION,OPERATIONAL,KINGLAKE,Victoria,,2018/05/15 00:00:00+00
145.48910525,-38.200235409,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KOO WEE RUP POLICE STATION,OPERATIONAL,KOO WEE RUP,Victoria,,2018/05/15 00:00:00+00
144.131379026,-35.644655804,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KOONDROOK POLICE STATION,OPERATIONAL,KOONDROOK,Victoria,,2018/05/15 00:00:00+00
142.367875715,-38.2925968499999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KOROIT POLICE STATION,OPERATIONAL,KOROIT,Victoria,,2018/05/15 00:00:00+00
145.824311735,-38.4345755809999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KORUMBURRA POLICE STATION,OPERATIONAL,KORUMBURRA,Victoria,,2018/05/15 00:00:00+00
145.052563805,-36.3136956399999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KYABRAM POLICE STATION,OPERATIONAL,KYABRAM,Victoria,,2018/05/15 00:00:00+00
144.451743394,-37.247674235,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KYNETON POLICE STATION,OPERATIONAL,KYNETON,Victoria,,2018/05/15 00:00:00+00
143.631681246,-35.4595493419999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LAKE BOGA POLICE STATION,OPERATIONAL,LAKE BOGA,Victoria,,2018/05/15 00:00:00+00
142.841266273,-37.7114426799999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LAKE BOLAC POLICE STATION,OPERATIONAL,LAKE BOLAC,Victoria,,2018/05/15 00:00:00+00
147.994539575,-37.8772350039999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LAKES ENTRANCE POLICE STATION,OPERATIONAL,LAKES ENTRANCE,Victoria,,2018/05/15 00:00:00+00
144.736276525,-37.278538039,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LANCEFIELD POLICE STATION,OPERATIONAL,LANCEFIELD,Victoria,,2018/05/15 00:00:00+00
145.173309398,-38.1147982639999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CARRUM DOWNS POLICE STATION,OPERATIONAL,FRANKSTON NORTH,Victoria,,2018/05/15 00:00:00+00
144.35692269,-38.145358398,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,GEELONG POLICE STATION,OPERATIONAL,GEELONG,Victoria,,2018/05/15 00:00:00+00
144.585649697,-37.4853812069999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,GISBORNE POLICE STATION,OPERATIONAL,GISBORNE,Victoria,,2018/05/15 00:00:00+00
145.164094967,-37.9036405319999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,GLEN WAVERLEY POLICE STATION,OPERATIONAL,GLEN WAVERLEY,Victoria,,2018/05/15 00:00:00+00
146.227259195,-36.463488275,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,GLENROWAN POLICE STATION,OPERATIONAL,GLENROWAN,Victoria,,2018/05/15 00:00:00+00
144.509226976,-36.614054387,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,GOORNONG POLICE STATION,OPERATIONAL,GOORNONG,Victoria,,2018/05/15 00:00:00+00
144.10149714,-37.5798074379999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,GORDON POLICE STATION,OPERATIONAL,GORDON,Victoria,,2018/05/15 00:00:00+00
141.471684171,-36.7185741869999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,GOROKE POLICE STATION,OPERATIONAL,GOROKE,Victoria,,2018/05/15 00:00:00+00
143.128534472,-37.0036411029999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LANDSBOROUGH POLICE STATION,OPERATIONAL,LANDSBOROUGH,Victoria,,2018/05/15 00:00:00+00
145.563469804,-38.265303182,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LANG LANG POLICE STATION,OPERATIONAL,LANG LANG,Victoria,,2018/05/15 00:00:00+00
144.396047382,-38.023466044,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LARA POLICE STATION,OPERATIONAL,LARA,Victoria,,2018/05/15 00:00:00+00
143.385939634,-38.682353951,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LAVERS HILL POLICE STATION,OPERATIONAL,LAVERS HILL,Victoria,,2018/05/15 00:00:00+00
144.771402518,-37.863264049,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LAVERTON POLICE STATION,OPERATIONAL,LAVERTON,Victoria,,2018/05/15 00:00:00+00
143.715357032,-37.422291511,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LEARMONTH POLICE STATION,OPERATIONAL,LEARMONTH,Victoria,,2018/05/15 00:00:00+00
145.945950738,-38.475019683,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LEONGATHA POLICE STATION,OPERATIONAL,LEONGATHA,Victoria,,2018/05/15 00:00:00+00
143.513813069,-37.275258337,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LEXTON POLICE STATION,OPERATIONAL,LEXTON,Victoria,,2018/05/15 00:00:00+00
145.096157672,-37.704042568,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,GREENSBOROUGH POLICE STATION,OPERATIONAL,GREENSBOROUGH,Victoria,,2018/05/15 00:00:00+00
